"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag"
"chr10",649948,669581,19634,"+","HAVANA","gene",9247,NA,"ENSG00000180525.11","protein_coding","PRR26","1","OTTHUMG00000017529.4","overlapping_locus"
"chr10",274190,689668,415479,"-","HAVANA","gene",8563,NA,"ENSG00000151240.16","protein_coding","DIP2C","2","OTTHUMG00000017532.5","ncRNA_host"
"chr10",743992,744958,967,"+","HAVANA","gene",424,NA,"ENSG00000231601.1","lincRNA","RP11-164C1.2","2","OTTHUMG00000017531.2",NA
"chr10",806914,931705,124792,"-","HAVANA","gene",12836,NA,"ENSG00000107929.14","protein_coding","LARP4B","2","OTTHUMG00000017534.6",NA
"chr10",933026,942743,9718,"+","HAVANA","gene",407,NA,"ENSG00000229869.1","antisense","RP11-363N22.2","2","OTTHUMG00000017533.1",NA
"chr10",971146,988341,17196,"-","HAVANA","gene",4964,NA,"ENSG00000205740.2","processed_transcript","RP11-363N22.3","2","OTTHUMG00000187410.1",NA
"chr10",988019,1019936,31918,"+","HAVANA","gene",6540,NA,"ENSG00000107937.18","protein_coding","GTPBP4","2","OTTHUMG00000017538.5",NA
"chr10",1018907,1025859,6953,"-","HAVANA","gene",1359,NA,"ENSG00000148377.5","protein_coding","IDI2","2","OTTHUMG00000017537.1",NA
"chr10",1022666,1044201,21536,"+","HAVANA","gene",1276,NA,"ENSG00000232656.7","antisense","IDI2-AS1","2","OTTHUMG00000017535.2",NA
"chr10",1039908,1049170,9263,"-","HAVANA","gene",3589,NA,"ENSG00000067064.10","protein_coding","IDI1","2","OTTHUMG00000017536.3",NA
"chr10",1049538,1132297,82760,"+","HAVANA","gene",5656,NA,"ENSG00000047056.14","protein_coding","WDR37","2","OTTHUMG00000017540.4",NA
"chr10",1159768,1164672,4905,"+","HAVANA","gene",2794,NA,"ENSG00000229205.2","lincRNA","LINC00200","2","OTTHUMG00000017539.3",NA
"chr10",1290018,1293002,2985,"-","HAVANA","gene",2985,NA,"ENSG00000282390.1","sense_intronic","RP11-29A19.2","2","OTTHUMG00000191406.1",NA
"chr10",1361001,1361637,637,"-","HAVANA","gene",359,NA,"ENSG00000233052.1","sense_intronic","RP11-398B16.2","1","OTTHUMG00000017541.1","overlapping_locus"
"chr10",1526637,1556984,30348,"+","HAVANA","gene",1125,NA,"ENSG00000205696.4","antisense","ADARB2-AS1","2","OTTHUMG00000017542.2",NA
"chr10",1177318,1737476,560159,"-","HAVANA","gene",10513,NA,"ENSG00000185736.15","protein_coding","ADARB2","2","OTTHUMG00000017543.2","overlapping_locus"
"chr10",2005473,2014348,8876,"-","HAVANA","gene",2767,NA,"ENSG00000234962.5","lincRNA","LINC00700","2","OTTHUMG00000017547.2",NA
"chr10",2076019,2076089,71,"-","ENSEMBL","gene",71,NA,"ENSG00000278069.1","miRNA","MIR6072","3",NA,NA
"chr10",2071845,2081097,9253,"+","HAVANA","gene",432,NA,"ENSG00000226694.2","lincRNA","RP11-69C17.2","2","OTTHUMG00000017544.1",NA
"chr10",2098167,2098269,103,"+","ENSEMBL","gene",103,NA,"ENSG00000252998.1","snRNA","RNU6-889P","3",NA,NA
"chr10",2166332,2169460,3129,"+","HAVANA","gene",2321,NA,"ENSG00000227912.1","lincRNA","RP11-69C17.3","2","OTTHUMG00000017545.1",NA
"chr10",2169140,2189474,20335,"-","HAVANA","gene",587,NA,"ENSG00000231326.6","lincRNA","RP11-69C17.4","2","OTTHUMG00000017546.2",NA
"chr10",2199387,2199488,102,"+","ENSEMBL","gene",102,NA,"ENSG00000212156.1","snRNA","RNU6-576P","3",NA,NA
"chr10",2305083,2315075,9993,"-","HAVANA","gene",742,NA,"ENSG00000234556.1","lincRNA","LINC00701","2","OTTHUMG00000017548.1",NA
"chr10",2446253,2447352,1100,"-","HAVANA","gene",764,NA,"ENSG00000234170.5","lincRNA","RP11-446F3.2","1","OTTHUMG00000017549.1",NA
"chr10",2499721,2500570,850,"+","HAVANA","gene",332,NA,"ENSG00000237500.1","lincRNA","RP11-526P5.1","1","OTTHUMG00000017550.1",NA
"chr10",2501783,2567239,65457,"+","HAVANA","gene",1051,NA,"ENSG00000235281.1","lincRNA","RP11-526P5.2","2","OTTHUMG00000017551.1",NA
"chr10",2936021,2936441,421,"+","HAVANA","gene",421,NA,"ENSG00000231743.1","processed_pseudogene","RP11-89K18.1","2","OTTHUMG00000017552.1",NA
"chr10",3010531,3013111,2581,"+","HAVANA","gene",608,NA,"ENSG00000234182.1","lincRNA","RP11-118K6.2","2","OTTHUMG00000017554.1",NA
"chr10",3065424,3066001,578,"-","HAVANA","gene",578,NA,"ENSG00000273001.1","lincRNA","RP11-118K6.3","2","OTTHUMG00000186076.1",NA
"chr10",3066333,3137712,71380,"+","HAVANA","gene",4836,NA,"ENSG00000067057.16","protein_coding","PFKP","2","OTTHUMG00000017556.6","overlapping_locus"
"chr10",3134566,3145166,10601,"+","HAVANA","gene",447,NA,"ENSG00000278419.1","antisense","RP11-298E9.7","2","OTTHUMG00000188640.1",NA
"chr10",3141632,3167972,26341,"+","HAVANA","gene",4370,NA,"ENSG00000237399.7","antisense","PITRM1-AS1","2","OTTHUMG00000017558.3","overlapping_locus"
"chr10",3137728,3172841,35114,"-","HAVANA","gene",6979,NA,"ENSG00000107959.15","protein_coding","PITRM1","2","OTTHUMG00000017557.2",NA
"chr10",3223816,3227407,3592,"+","HAVANA","gene",597,NA,"ENSG00000236968.1","lincRNA","RP11-298E9.5","2","OTTHUMG00000017561.1",NA
"chr10",3240371,3257210,16840,"-","HAVANA","gene",390,NA,"ENSG00000226762.1","lincRNA","RP11-298E9.6","2","OTTHUMG00000017555.1",NA
"chr10",3266003,3267015,1013,"+","HAVANA","gene",463,NA,"ENSG00000227338.1","lincRNA","RP11-195B3.1","1","OTTHUMG00000017562.1",NA
"chr10",3486894,3502838,15945,"-","HAVANA","gene",832,NA,"ENSG00000233321.1","lincRNA","RP11-482E14.1","2","OTTHUMG00000017563.1",NA
"chr10",3532094,3537031,4938,"-","HAVANA","gene",723,NA,"ENSG00000236892.1","lincRNA","RP11-482E14.2","2","OTTHUMG00000017564.1",NA
"chr10",3751067,3763226,12160,"+","HAVANA","gene",759,NA,"ENSG00000229672.2","antisense","RP11-184A2.3","2","OTTHUMG00000017566.2",NA
"chr10",3767915,3768751,837,"+","HAVANA","gene",313,NA,"ENSG00000228353.1","antisense","RP11-184A2.2","1","OTTHUMG00000017565.1",NA
"chr10",3775996,3785281,9286,"-","HAVANA","gene",6139,NA,"ENSG00000067082.14","protein_coding","KLF6","2","OTTHUMG00000017567.1",NA
"chr10",3833950,3834728,779,"+","HAVANA","gene",536,NA,"ENSG00000230573.1","lincRNA","RP11-464C19.2","1","OTTHUMG00000017568.1",NA
"chr10",3934519,3935813,1295,"+","HAVANA","gene",591,NA,"ENSG00000226005.3","lincRNA","RP11-464C19.3","1","OTTHUMG00000017569.2",NA
"chr10",3991160,3991259,100,"+","ENSEMBL","gene",100,NA,"ENSG00000274809.1","miRNA","MIR6078","3",NA,NA
"chr10",4024940,4028394,3455,"+","HAVANA","gene",633,NA,"ENSG00000227101.1","lincRNA","RP11-433J20.2","1","OTTHUMG00000017570.1",NA
"chr10",4051726,4089013,37288,"+","HAVANA","gene",2287,NA,"ENSG00000236990.1","lincRNA","RP11-433J20.1","2","OTTHUMG00000017571.1",NA
"chr10",4201141,4243912,42772,"-","HAVANA","gene",6785,NA,"ENSG00000233117.2","lincRNA","LINC00702","1","OTTHUMG00000017572.3",NA
"chr10",4384246,4410612,26367,"+","HAVANA","gene",2462,NA,"ENSG00000224382.1","lincRNA","LINC00703","1","OTTHUMG00000017573.1",NA
"chr10",4415305,4426179,10875,"-","HAVANA","gene",691,NA,"ENSG00000230096.1","lincRNA","RP11-34C15.2","2","OTTHUMG00000017574.1",NA
"chr10",4514952,4515057,106,"+","ENSEMBL","gene",106,NA,"ENSG00000207124.1","snRNA","RNU6-163P","3",NA,NA
"chr10",4655427,4662419,6993,"+","HAVANA","gene",1745,NA,"ENSG00000225269.2","lincRNA","LINC00705","2","OTTHUMG00000017575.1",NA
"chr10",4650185,4678154,27970,"-","HAVANA","gene",1920,NA,"ENSG00000231298.6","lincRNA","LINC00704","2","OTTHUMG00000017576.2",NA
"chr10",4786629,4848062,61434,"+","HAVANA","gene",2417,NA,"ENSG00000165568.17","protein_coding","AKR1E2","1","OTTHUMG00000017577.11",NA
"chr10",4871901,4891975,20075,"-","HAVANA","gene",983,NA,"ENSG00000151631.8","unprocessed_pseudogene","AKR1C6P","2","OTTHUMG00000017578.1",NA
"chr10",4962436,4962568,133,"-","ENSEMBL","gene",133,NA,"ENSG00000238840.1","snoRNA","U8","3",NA,NA
"chr10",4963253,4983283,20031,"+","HAVANA","gene",8765,NA,"ENSG00000187134.13","protein_coding","AKR1C1","2","OTTHUMG00000017580.3",NA
"chr10",4995488,4997380,1893,"+","HAVANA","gene",482,NA,"ENSG00000224251.6","antisense","RP11-499O7.7","2","OTTHUMG00000017586.2",NA
"chr10",5004710,5004842,133,"+","ENSEMBL","gene",133,NA,"ENSG00000239148.1","snoRNA","U8","3",NA,NA
"chr10",4987400,5018031,30632,"-","HAVANA","gene",6461,NA,"ENSG00000151632.17","protein_coding","AKR1C2","2","OTTHUMG00000017584.4",NA
"chr10",5093408,5093543,136,"-","ENSEMBL","gene",136,NA,"ENSG00000239142.1","snoRNA","U8","3",NA,NA
"chr10",5035354,5107686,72333,"+","HAVANA","gene",4532,NA,"ENSG00000196139.13","protein_coding","AKR1C3","2","OTTHUMG00000017585.6","overlapping_locus"
"chr10",5122087,5135226,13140,"-","HAVANA","gene",609,NA,"ENSG00000225418.1","unprocessed_pseudogene","AKR1C5P","2","OTTHUMG00000017583.1",NA
"chr10",5154143,5185187,31045,"-","HAVANA","gene",2222,NA,"ENSG00000264006.6","transcribed_unprocessed_pseudogene","AKR1C8P","2","OTTHUMG00000184213.1",NA
"chr10",5207169,5207742,574,"+","HAVANA","gene",574,NA,"ENSG00000228291.1","processed_pseudogene","ARL4AP3","1","OTTHUMG00000017589.1","overlapping_locus"
"chr10",5195462,5218949,23488,"+","HAVANA","gene",1914,NA,"ENSG00000198610.10","protein_coding","AKR1C4","2","OTTHUMG00000017591.2","overlapping_locus"
"chr10",5234358,5263408,29051,"+","HAVANA","gene",680,NA,"ENSG00000231039.2","lincRNA","RP11-445P17.3","2","OTTHUMG00000017587.2",NA
"chr10",5266033,5271236,5204,"-","HAVANA","gene",692,NA,"ENSG00000224034.1","lincRNA","RP11-445P17.8","2","OTTHUMG00000017590.1",NA
"chr10",5275173,5288470,13298,"-","HAVANA","gene",895,NA,"ENSG00000215267.8","transcribed_unprocessed_pseudogene","AKR1C7P","2","OTTHUMG00000017588.3",NA
"chr10",5304431,5304865,435,"-","HAVANA","gene",435,NA,"ENSG00000223987.1","processed_pseudogene","RPL26P28","1","OTTHUMG00000017593.1","pseudo_consens"
"chr10",5346651,5347277,627,"+","HAVANA","gene",627,NA,"ENSG00000280450.1","TEC","XXyac-YR21CG7.1","2","OTTHUMG00000176122.1",NA
"chr10",5365009,5374692,9684,"+","HAVANA","gene",1200,NA,"ENSG00000178473.6","protein_coding","UCN3","2","OTTHUMG00000017594.2",NA
"chr10",5393098,5404830,11733,"-","HAVANA","gene",1798,NA,"ENSG00000178462.11","protein_coding","TUBAL3","2","OTTHUMG00000017595.3",NA
"chr10",5412551,5458463,45913,"+","HAVANA","gene",4175,NA,"ENSG00000173848.18","protein_coding","NET1","2","OTTHUMG00000017596.3",NA
"chr10",5498697,5499555,859,"-","HAVANA","gene",859,NA,"ENSG00000178372.7","protein_coding","CALML5","2","OTTHUMG00000017598.1","retrogene"
"chr10",5524976,5525742,767,"-","HAVANA","gene",595,NA,"ENSG00000256462.1","antisense","RP11-116G8.5","2","OTTHUMG00000168091.1","overlapping_locus"
"chr10",5514244,5526246,12003,"-","HAVANA","gene",4757,NA,"ENSG00000205488.8","antisense","CALML3-AS1","2","OTTHUMG00000168090.1","overlapping_locus"
"chr10",5524009,5526771,2763,"+","HAVANA","gene",2763,NA,"ENSG00000178363.4","protein_coding","CALML3","2","OTTHUMG00000017597.1","retrogene"
"chr10",5594991,5596118,1128,"-","HAVANA","gene",697,NA,"ENSG00000242147.1","lincRNA","RP13-463N16.6","1","OTTHUMG00000017601.3",NA
"chr10",5608475,5610793,2319,"-","HAVANA","gene",613,NA,"ENSG00000231483.1","lincRNA","RP11-336A10.5","2","OTTHUMG00000017600.1",NA
"chr10",5616862,5618161,1300,"-","HAVANA","gene",657,NA,"ENSG00000228951.1","lincRNA","RP11-336A10.4","2","OTTHUMG00000017599.1",NA
"chr10",5624931,5625126,196,"+","HAVANA","gene",196,NA,"ENSG00000228685.1","processed_pseudogene","RP11-336A10.7","2","OTTHUMG00000017602.1",NA
"chr10",5631463,5631755,293,"+","ENSEMBL","gene",293,NA,"ENSG00000240577.3","misc_RNA","RN7SL445P","3",NA,NA
"chr10",5638867,5666595,27729,"-","HAVANA","gene",3003,NA,"ENSG00000196372.12","protein_coding","ASB13","2","OTTHUMG00000017603.3",NA
"chr10",5712174,5744067,31894,"-","HAVANA","gene",1412,NA,"ENSG00000226647.2","antisense","RP11-336A10.2","2","OTTHUMG00000017604.2",NA
"chr10",5684838,5763740,78903,"+","HAVANA","gene",10960,NA,"ENSG00000108021.19","protein_coding","FAM208B","1","OTTHUMG00000017605.4",NA
"chr10",5776071,5776858,788,"+","HAVANA","gene",788,NA,"ENSG00000270427.1","processed_pseudogene","NRBF2P5","1","OTTHUMG00000184677.1","pseudo_consens"
"chr10",5813985,5814441,457,"+","HAVANA","gene",276,NA,"ENSG00000272764.1","lincRNA","RP11-318E3.9","2","OTTHUMG00000186103.1",NA
"chr10",5765223,5842132,76910,"-","HAVANA","gene",4033,NA,"ENSG00000057608.16","protein_coding","GDI2","1","OTTHUMG00000017607.9",NA
"chr10",5861805,5862594,790,"-","HAVANA","gene",489,NA,"ENSG00000240180.1","processed_pseudogene","RPL12P28","2","OTTHUMG00000017606.2","overlapping_locus"
"chr10",5861617,5889906,28290,"-","HAVANA","gene",3059,NA,"ENSG00000134461.15","protein_coding","ANKRD16","2","OTTHUMG00000017610.3","overlapping_locus"
"chr10",5890203,5937594,47392,"+","HAVANA","gene",6676,NA,"ENSG00000134452.19","protein_coding","FBXO18","2","OTTHUMG00000017609.5",NA
"chr10",5934270,5945900,11631,"-","HAVANA","gene",3912,NA,"ENSG00000232807.2","antisense","RP11-536K7.3","1","OTTHUMG00000017611.2",NA
"chr10",5943639,5978187,34549,"-","HAVANA","gene",3634,NA,"ENSG00000134470.20","protein_coding","IL15RA","1","OTTHUMG00000017612.6",NA
"chr10",6017054,6017194,141,"-","ENSEMBL","gene",141,NA,"ENSG00000251922.1","snoRNA","SNORA14","3",NA,NA
"chr10",6025978,6036427,10450,"+","HAVANA","gene",480,NA,"ENSG00000229664.1","antisense","RP11-536K7.5","2","OTTHUMG00000017608.1",NA
"chr10",6010689,6062325,51637,"-","HAVANA","gene",3176,NA,"ENSG00000134460.15","protein_coding","IL2RA","2","OTTHUMG00000017616.2","ncRNA_host"
"chr10",6071514,6071918,405,"-","HAVANA","gene",405,NA,"ENSG00000214015.3","processed_pseudogene","RPL32P23","1","OTTHUMG00000017619.1","pseudo_consens"
"chr10",6088987,6117457,28471,"+","HAVANA","gene",6419,NA,"ENSG00000134453.15","protein_coding","RBM17","2","OTTHUMG00000017618.3",NA
"chr10",6149623,6149940,318,"+","ENSEMBL","gene",318,NA,"ENSG00000201581.1","misc_RNA","RN7SKP78","3",NA,NA
"chr10",6152207,6152262,56,"-","ENSEMBL","gene",56,NA,"ENSG00000283634.1","miRNA","MIR3155B","3",NA,NA
"chr10",6152196,6152277,82,"+","ENSEMBL","gene",82,NA,"ENSG00000263628.1","miRNA","MIR3155A","3",NA,NA
"chr10",6197612,6202693,5082,"-","HAVANA","gene",438,NA,"ENSG00000213994.3","antisense","RP11-414H17.5","1","OTTHUMG00000017613.1",NA
"chr10",6245731,6245831,101,"-","ENSEMBL","gene",101,NA,"ENSG00000238366.1","misc_RNA","Y_RNA","3",NA,NA
"chr10",6144934,6254644,109711,"+","HAVANA","gene",6114,NA,"ENSG00000170525.19","protein_coding","PFKFB3","2","OTTHUMG00000017621.4","ncRNA_host"
"chr10",6293100,6294684,1585,"-","HAVANA","gene",890,NA,"ENSG00000226705.1","processed_pseudogene","SDCBPP1","1","OTTHUMG00000017620.1","pseudo_consens"
"chr10",6277687,6335982,58296,"+","HAVANA","gene",3086,NA,"ENSG00000215244.2","lincRNA","RP11-563J2.2","2","OTTHUMG00000186111.1",NA
"chr10",6350316,6352762,2447,"+","HAVANA","gene",2447,NA,"ENSG00000212743.2","lincRNA","RP11-563J2.3","2","OTTHUMG00000187413.1",NA
"chr10",6427143,6580301,153159,"-","HAVANA","gene",3295,NA,"ENSG00000065675.14","protein_coding","PRKCQ","2","OTTHUMG00000017623.1",NA
"chr10",6580419,6616452,36034,"+","HAVANA","gene",3892,NA,"ENSG00000237943.6","processed_transcript","PRKCQ-AS1","2","OTTHUMG00000017622.4",NA
"chr10",6618716,6625346,6631,"+","HAVANA","gene",500,NA,"ENSG00000225948.2","lincRNA","RP11-554I8.1","2","OTTHUMG00000017624.2",NA
"chr10",6737382,6739026,1645,"+","HAVANA","gene",917,NA,"ENSG00000223784.1","lincRNA","LINP1","1","OTTHUMG00000017625.1",NA
"chr10",6774307,6779180,4874,"-","HAVANA","gene",699,NA,"ENSG00000281186.1","lincRNA","LINC00706","2","OTTHUMG00000189562.1",NA
"chr10",6779598,6842906,63309,"+","HAVANA","gene",3070,NA,"ENSG00000238266.1","lincRNA","LINC00707","2","OTTHUMG00000017627.1",NA
"chr10",6891457,6920472,29016,"-","HAVANA","gene",299,NA,"ENSG00000234248.1","lincRNA","RP11-799O21.2","2","OTTHUMG00000017626.1",NA
"chr10",7097152,7097675,524,"+","HAVANA","gene",436,NA,"ENSG00000223581.1","lincRNA","RP11-393K12.2","2","OTTHUMG00000017628.1",NA
"chr10",7154120,7154236,117,"+","HAVANA","gene",117,NA,"ENSG00000270811.1","processed_pseudogene","RP11-393K12.4","2","OTTHUMG00000184676.1",NA
"chr10",7295106,7295290,185,"-","HAVANA","gene",185,NA,"ENSG00000235141.1","processed_pseudogene","COX6CP17","1","OTTHUMG00000017629.1","overlapping_locus"
"chr10",7158624,7411486,252863,"-","HAVANA","gene",9953,NA,"ENSG00000198879.11","protein_coding","SFMBT2","2","OTTHUMG00000017630.2","overlapping_locus"
"chr10",7411599,7413467,1869,"+","HAVANA","gene",1869,NA,"ENSG00000278982.1","TEC","RP5-1031D4.3","2","OTTHUMG00000176128.1",NA
"chr10",7445558,7471942,26385,"-","HAVANA","gene",557,NA,"ENSG00000232591.1","lincRNA","RP5-1031D4.2","2","OTTHUMG00000017631.1",NA
"chr10",7486703,7486809,107,"-","ENSEMBL","gene",107,NA,"ENSG00000207453.1","snRNA","RNU6-535P","3",NA,NA
"chr10",7533207,7536565,3359,"+","HAVANA","gene",714,NA,"ENSG00000230121.1","antisense","RP11-385N23.1","1","OTTHUMG00000017632.1",NA
"chr10",7559270,7666998,107729,"-","HAVANA","gene",14628,NA,"ENSG00000123243.14","protein_coding","ITIH5","1","OTTHUMG00000017635.6",NA
"chr10",7703269,7749520,46252,"+","HAVANA","gene",3378,NA,"ENSG00000151655.18","protein_coding","ITIH2","1","OTTHUMG00000017633.4",NA
"chr10",7750962,7787981,37020,"-","HAVANA","gene",6844,NA,"ENSG00000151657.11","protein_coding","KIN","2","OTTHUMG00000017634.4",NA
"chr10",7788129,7807815,19687,"+","HAVANA","gene",2326,NA,"ENSG00000165629.19","protein_coding","ATP5C1","2","OTTHUMG00000017639.2",NA
"chr10",7833618,7833957,340,"-","HAVANA","gene",340,NA,"ENSG00000233990.1","processed_pseudogene","RP11-401E9.3","1","OTTHUMG00000017638.1","pseudo_consens"
"chr10",7818504,8016627,198124,"+","HAVANA","gene",4872,NA,"ENSG00000165632.7","protein_coding","TAF3","2","OTTHUMG00000017643.1",NA
"chr10",8051541,8053084,1544,"+","HAVANA","gene",402,NA,"ENSG00000232638.1","lincRNA","RP11-379F12.4","1","OTTHUMG00000017642.1",NA
"chr10",8050450,8053484,3035,"-","HAVANA","gene",2372,NA,"ENSG00000197308.9","lincRNA","GATA3-AS1","2","OTTHUMG00000156966.1",NA
"chr10",8053604,8075198,21595,"+","HAVANA","gene",3253,NA,"ENSG00000107485.15","protein_coding","GATA3","2","OTTHUMG00000017640.1",NA
"chr10",8161260,8162192,933,"+","HAVANA","gene",933,NA,"ENSG00000225053.1","processed_pseudogene","PRPF38AP1","1","OTTHUMG00000017644.1","pseudo_consens"
"chr10",8259331,8268305,8975,"-","HAVANA","gene",916,NA,"ENSG00000232170.5","lincRNA","LINC00708","2","OTTHUMG00000017645.1",NA
"chr10",8298897,8301667,2771,"+","HAVANA","gene",901,NA,"ENSG00000226861.1","lincRNA","RP5-1119O21.2","1","OTTHUMG00000017646.1",NA
"chr10",8400860,8461863,61004,"+","HAVANA","gene",430,NA,"ENSG00000226990.1","lincRNA","RP11-543F8.2","2","OTTHUMG00000017648.1",NA
"chr10",8472719,8472952,234,"+","HAVANA","gene",234,NA,"ENSG00000271251.1","processed_pseudogene","RP11-543F8.3","1","OTTHUMG00000184675.1","pseudo_consens"
"chr10",8513687,8515106,1420,"-","HAVANA","gene",1420,NA,"ENSG00000213771.3","processed_pseudogene","KRT8P37","1","OTTHUMG00000017647.1","pseudo_consens"
"chr10",8619933,8620608,676,"+","HAVANA","gene",676,NA,"ENSG00000236420.1","processed_pseudogene","CHCHD3P1","1","OTTHUMG00000017649.1","pseudo_consens"
"chr10",8656716,8656831,116,"-","ENSEMBL","gene",116,NA,"ENSG00000212505.1","rRNA","RNA5SP299","3",NA,NA
"chr10",8724010,8724288,279,"+","HAVANA","gene",279,NA,"ENSG00000270234.1","processed_pseudogene","RP11-575N15.1","1","OTTHUMG00000184672.1","pseudo_consens"
"chr10",8897989,8914596,16608,"+","HAVANA","gene",366,NA,"ENSG00000234752.1","lincRNA","RP11-428L9.1","2","OTTHUMG00000017650.1",NA
"chr10",8970125,8973468,3344,"+","HAVANA","gene",677,NA,"ENSG00000223808.1","lincRNA","RP11-428L9.2","2","OTTHUMG00000017651.1",NA
"chr10",9275833,9287057,11225,"+","HAVANA","gene",494,NA,"ENSG00000230014.1","lincRNA","LINC00709","2","OTTHUMG00000017652.1",NA
"chr10",9721963,9724416,2454,"-","HAVANA","gene",2454,NA,"ENSG00000235838.1","processed_pseudogene","HSP90AB7P","1","OTTHUMG00000017653.1","pseudo_consens"
"chr10",9758783,9759237,455,"-","HAVANA","gene",344,NA,"ENSG00000228636.1","lincRNA","RP5-1051H14.2","2","OTTHUMG00000017654.1",NA
"chr10",10058722,10063502,4781,"+","HAVANA","gene",575,NA,"ENSG00000224788.1","lincRNA","RP5-933E2.1","2","OTTHUMG00000017655.1",NA
"chr10",10174230,10174577,348,"+","HAVANA","gene",348,NA,"ENSG00000229919.3","processed_pseudogene","ELOCP3","1","OTTHUMG00000017656.1","pseudo_consens"
"chr10",10232611,10232712,102,"+","ENSEMBL","gene",102,NA,"ENSG00000200849.1","misc_RNA","Y_RNA","3",NA,NA
"chr10",10257169,10257466,298,"-","HAVANA","gene",298,NA,"ENSG00000272436.1","processed_pseudogene","CUX2P1","2","OTTHUMG00000185574.1",NA
"chr10",10365180,10366487,1308,"-","HAVANA","gene",335,NA,"ENSG00000234306.1","lincRNA","RP11-271F18.1","1","OTTHUMG00000017657.1",NA
"chr10",10394670,10395737,1068,"+","HAVANA","gene",1068,NA,"ENSG00000279575.1","TEC","RP11-271F18.3","2","OTTHUMG00000176129.1",NA
"chr10",10418739,10462349,43611,"-","HAVANA","gene",1304,NA,"ENSG00000270111.2","lincRNA","RP11-271F18.4","2","OTTHUMG00000183907.2",NA
"chr10",10776223,10776661,439,"-","HAVANA","gene",439,NA,"ENSG00000228997.1","processed_pseudogene","RP1-186E20.1","1","OTTHUMG00000017659.1","pseudo_consens"
"chr10",10784437,10794980,10544,"-","HAVANA","gene",824,NA,"ENSG00000225383.7","lincRNA","SFTA1P","2","OTTHUMG00000017660.4",NA
"chr10",10917880,10952234,34355,"-","HAVANA","gene",4230,NA,"ENSG00000229240.8","processed_transcript","LINC00710","2","OTTHUMG00000017661.7",NA
"chr10",10960151,10970816,10666,"+","HAVANA","gene",537,NA,"ENSG00000231496.1","lincRNA","RP1-251M9.2","2","OTTHUMG00000017662.1",NA
"chr10",11010164,11011119,956,"-","HAVANA","gene",244,NA,"ENSG00000228027.1","antisense","RP1-251M9.3","2","OTTHUMG00000017663.1",NA
"chr10",11030334,11030868,535,"-","HAVANA","gene",433,NA,"ENSG00000229206.3","lincRNA","RP11-397O4.1","2","OTTHUMG00000017664.3",NA
"chr10",11071541,11105504,33964,"-","HAVANA","gene",1416,NA,"ENSG00000237986.3","antisense","CELF2-AS2","2","OTTHUMG00000017665.3",NA
"chr10",11168922,11171376,2455,"-","HAVANA","gene",430,NA,"ENSG00000230322.1","antisense","RP3-323N1.2","1","OTTHUMG00000017666.1",NA
"chr10",11316834,11319884,3051,"-","HAVANA","gene",2468,NA,"ENSG00000181800.5","antisense","CELF2-AS1","2","OTTHUMG00000017669.1",NA
"chr10",10798397,11336675,538279,"+","HAVANA","gene",10978,NA,"ENSG00000048740.18","protein_coding","CELF2","2","OTTHUMG00000017668.8",NA
"chr10",11395808,11398792,2985,"+","HAVANA","gene",2985,NA,"ENSG00000280086.1","TEC","RP11-544P1.3","2","OTTHUMG00000176132.1",NA
"chr10",11453946,11611754,157809,"-","HAVANA","gene",14202,NA,"ENSG00000148429.14","protein_coding","USP6NL","2","OTTHUMG00000017672.6",NA
"chr10",11611305,11612227,923,"+","HAVANA","gene",923,NA,"ENSG00000271360.1","antisense","RP11-138I18.1","2","OTTHUMG00000185156.1",NA
"chr10",11679675,11680514,840,"+","HAVANA","gene",840,NA,"ENSG00000271046.1","lincRNA","RP11-138I18.2","2","OTTHUMG00000185157.1",NA
"chr10",11742366,11764070,21705,"+","HAVANA","gene",2185,NA,"ENSG00000134463.14","protein_coding","ECHDC3","2","OTTHUMG00000017675.2",NA
"chr10",11823339,11872277,48939,"+","HAVANA","gene",3663,NA,"ENSG00000148426.12","protein_coding","PROSER2","2","OTTHUMG00000017673.5",NA
"chr10",11849608,11894700,45093,"-","HAVANA","gene",3274,NA,"ENSG00000225778.5","antisense","PROSER2-AS1","2","OTTHUMG00000017674.2",NA
"chr10",11923181,11923288,108,"+","ENSEMBL","gene",108,NA,"ENSG00000251957.1","snRNA","RNU6-1095P","3",NA,NA
"chr10",11920022,12043170,123149,"-","HAVANA","gene",5906,NA,"ENSG00000151461.19","protein_coding","UPF2","2","OTTHUMG00000017678.2",NA
"chr10",12116280,12116379,100,"-","ENSEMBL","gene",100,NA,"ENSG00000272507.1","snRNA","RNU6-88P","3",NA,NA
"chr10",12068972,12123225,54254,"+","HAVANA","gene",5281,NA,"ENSG00000181192.11","protein_coding","DHTKD1","2","OTTHUMG00000017677.3",NA
"chr10",12130760,12130816,57,"-","ENSEMBL","gene",57,NA,"ENSG00000265653.1","miRNA","MIR548AK","3",NA,NA
"chr10",12129637,12169961,40325,"+","HAVANA","gene",3916,NA,"ENSG00000065665.20","protein_coding","SEC61A2","2","OTTHUMG00000017679.7",NA
"chr10",12165325,12196144,30820,"-","HAVANA","gene",4969,NA,"ENSG00000165609.12","protein_coding","NUDT5","2","OTTHUMG00000017682.5",NA
